,Zip,PCI Change
8710,28043,-0.019170648262844335
27974,80521,0.05641105407787629
17896,53718,-0.019933647439292983
31994,97230,-0.004464088397790055
10962,33773,-0.025537585995749738
14269,44223,-0.028749961523070768
23741,68506,0.012370272788612923
18626,55422,0.0195454808303938
28861,84105,0.069435697191082
15832,48162,-0.02234373156052083
10122,31516,0.07671616096406284
15884,48224,-0.006832797427652733
12073,37343,-0.022222222222222223
1799,06355,0.035440836497062506
28584,83401,-0.02761718190071193
15943,48375,-0.025057881535790083
15607,47710,0.0068830340049229645
1968,07006,0.02588360959047819
15966,48423,-0.016962843295638127
1893,06615,0.0344469041389951
27168,78242,0.006637902422834384
15331,47006,0.02013375322883125
17879,53590,0.024020822227100252
52,00718,0.09617950272892663
9471,29687,-0.01288404360753221
11802,36605,-0.023570933383752442
18428,55014,0.029047697639874567
27693,79601,-0.06283300844704354
14414,44646,0.00299200818865399
32356,98125,0.005283273381294964
21803,63011,0.014391550282825249
15155,46530,0.034789084525772646
24234,70461,-0.030345211581291758
9636,30106,-0.05745457399631098
6022,19145,0.05009175221941179
4469,15221,0.029822589708597576
20459,60068,0.023254191568030137
31999,97239,0.039587256748273694
30192,91042,-0.0390909740584578
31565,95818,6.872852233676975e-05
6787,22026,0.0008764537333558065
14587,45152,0.06086748959967265
27795,80004,0.0034146644316135843
28103,80915,0.00504313758179469
30635,92808,0.044907478712402915
9231,29161,0.05448699546420164
8987,28590,0.03586619566001009
14754,45449,-0.035497688621230754
30725,93247,-0.0163412870571222
15919,48327,0.016564371810988687
1532,05452,0.030682697458484613
27826,80107,0.013365127027583974
9763,30329,0.01736030122288494
20666,60538,0.010409684160719215
7352,24017,-0.011015490533562823
22576,65270,-0.013658026269905846
14484,44833,-0.010065530799475754
27075,78061,-0.05571643692806672
26972,77803,-0.04135820045558086
17724,53115,-0.024057328101006654
4421,15090,0.04250892890018042
21288,62035,0.02356489111757899
20862,61072,0.04778730703259005
26330,76114,-0.0034287673581347507
10662,32966,-0.056604373251970506
6111,19525,0.0199783041041403
9800,30439,0.038003239241092085
12758,39157,-0.017146946302259655
26718,77067,-0.0004028197381671702
2013,07063,-0.056273302696609726
16839,50208,0.04223313744408385
12338,38108,0.0710595574617409
29174,85302,-0.07691285277568562
4484,15238,0.03752820747620761
7286,23860,0.024757695977502134
6246,20110,-0.0002029152152592242
28806,84040,0.03137254901960784
8448,27370,-0.013803425910527191
12707,39042,0.016468404043182287
4431,15122,0.04049597678406543
27428,78840,0.018715051922857467
20551,60194,0.038446209032099825
9575,30009,-0.0505698938818289
31580,95833,0.01775170615750326
15223,46750,0.02746101931580172
9599,30045,-0.026055017790871177
11511,35757,-0.052731788079470196
30500,92344,-0.02422334747502395
17748,53154,0.013445007714348688
26760,77327,0.006491164803461955
30969,94070,-0.04103167187550343
6229,20016,-0.023795390610886005
16885,50263,0.014472922477764329
24162,70126,-0.03650538299715382
25983,75216,-0.06384722563724285
1865,06482,-0.01654994163748541
29975,89460,-0.044913917729005125
27963,80503,-0.0007127092146404267
30859,93619,0.005996397421312097
