,Zip,Emp Const Extr Change
17814,53511,0.0552903739061257
26754,77304,-0.029357798165137616
27173,78248,-0.23782234957020057
30464,92277,-0.16997167138810199
5960,19061,-0.14406184118060436
30244,91377,0.625
27263,78541,0.18687680926342876
18368,54913,-0.04730290456431535
15397,47172,0.020761245674740483
29362,85941,-0.09572301425661914
1846,06451,0.039804041641151255
10495,32534,-0.04156479217603912
15908,48312,-0.06879194630872483
32016,97330,-0.13005272407732865
5650,18080,-0.10679611650485436
15907,48310,0.06676272814601344
11062,33976,-0.0415929203539823
195,01104,0.03078677309007982
21723,62901,0.044905008635578586
5947,19040,-0.07033639143730887
17793,53225,0.1935483870967742
19904,58503,0.035769349367869255
18114,54451,0.06660137120470128
6229,20016,0.010526315789473684
30956,94030,0.01045751633986928
4085,14227,0.2335858585858586
7243,23669,-0.045284303711270006
29979,89506,-0.22453151618398637
33095,99801,0.05250103348491112
27599,79336,0.005763688760806916
2556,08902,0.014801657785671996
25997,75232,0.08908045977011494
10039,31061,-0.029317269076305223
10726,33131,0.2905982905982906
25614,74135,0.06073943661971831
15092,46310,0.15569230769230769
20629,60478,-0.12114989733059549
21907,63304,0.045396145610278375
17878,53589,0.053857350800582245
15016,46135,-0.1460885956644675
20591,60439,0.1564281190626979
19371,57103,-0.03321364452423698
29443,86442,0.1406926406926407
9054,28681,-0.0006172839506172839
741,02917,0.14618973561430793
9886,30601,0.19678714859437751
5959,19060,0.088
7154,23323,-0.07669021190716448
9340,29466,-0.07575757575757576
20042,58801,0.14915074309978768
20509,60139,0.14015572858731926
25872,75028,-0.059910414333706606
29326,85739,-0.057579318448883664
15189,46614,-0.05227882037533512
24878,72205,-0.3453111305872042
9794,30427,0.05507474429583006
26765,77336,-0.23032258064516128
351,01721,-0.33783783783783783
27351,78654,-0.13275862068965516
26191,75803,-0.010766307789740342
8440,27344,0.06175059952038369
20708,60615,0.4094650205761317
11212,34736,0.10933333333333334
31179,95032,0.3585951940850277
18886,56093,-0.05024630541871921
4399,15063,-0.07160909856781802
12887,39565,0.20362694300518136
9260,29306,-0.23299565846599132
1984,07026,0.05472289996514465
10918,33616,0.07644305772230889
26792,77375,-0.11351351351351352
7488,24333,-0.07537012113055182
26916,77571,0.0460453844459132
27788,79934,0.35951134380453753
8539,27615,-0.04622641509433962
17714,53094,-0.06784452296819787
25231,73025,0.005802707930367505
13874,43223,-0.075
19734,58103,-0.07000968992248062
29153,85255,0.4533333333333333
10557,32693,0.04321608040201005
5040,16504,0.1973018549747049
26115,75602,0.15730337078651685
10777,33193,0.032018974206937445
25866,75020,-0.13860610806577917
26015,75254,0.24710982658959538
9735,30291,0.03316326530612245
10730,33135,0.14989293361884368
23292,67357,-0.17878426698450536
12605,38751,-0.061052631578947365
27977,80526,-0.08443441830486625
10606,32806,0.0016038492381716118
29322,85730,-0.054708520179372194
6555,21208,0.01272984441301273
10090,31312,0.2388888888888889
