84153600,CA,26
84153600,NV,3
84153600,Washington,2
86745600,B.C.,8
86745600,CA,26
86745600,Washington,9
89424000,B.C.,3
89424000,CA,33
89424000,NV,2
89424000,Washington,8
92016000,B.C.,2
92016000,CA,21
92016000,NV,2
92016000,Washington,13
94694400,B.C.,12
94694400,CA,25
94694400,Kentucky,1
94694400,Mississippi,1
94694400,Missouri,1
94694400,Utah,1
94694400,Washington,5
97372800,Arizona,1
97372800,B.C.,2
97372800,CA,34
97372800,NV,11
97372800,Nevada,1
97372800,NewJersey,1
97372800,Washington,9
99792000,B.C.,4
99792000,CA,49
99792000,Ca,4
99792000,Mexico,2
99792000,Montana,1
99792000,NV,3
99792000,Nevada,4
99792000,NewMexico,1
99792000,Washington,4
99792000,Wyoming,6
102470400,Arizona,1
102470400,B.C.,2
102470400,CA,34
102470400,Idaho,1
102470400,Illinois,1
102470400,NV,3
102470400,Washington,4
102470400,Wyoming,6
105062400,B.C.,6
105062400,CA,33
105062400,Ca,1
105062400,Colorado,1
105062400,NV,1
105062400,Washington,5
107740800,B.C.,4
107740800,CA,33
107740800,Ca,1
107740800,Maine,1
107740800,NV,8
107740800,Nevada,1
107740800,Washington,3
110332800,B.C.,8
110332800,CA,32
110332800,Ca,2
110332800,California,1
110332800,Mexico,2
110332800,NewYork,1
110332800,Utah,1
110332800,Washington,8
113011200,B.C.,5
113011200,CA,45
113011200,Ca,2
113011200,California,1
113011200,Nevada,1
113011200,Washington,3
113011200,Wyoming,2
115689600,B.C.,6
115689600,CA,41
115689600,California,3
115689600,Colorado,1
115689600,Montana,1
115689600,Nevada,1
115689600,NewMexico,1
115689600,Utah,1
115689600,Washington,7
118281600,Arkansas,1
118281600,B.C.,11
118281600,CA,39
118281600,Ca,3
118281600,California,2
118281600,Mexico,10
118281600,Missouri,1
118281600,NV,2
118281600,Tennessee,1
118281600,Washington,10
120960000,B.C.,6
120960000,CA,31
120960000,Ca,2
120960000,California,3
120960000,NV,1
120960000,Nevada,1
120960000,Tennessee,1
120960000,Washington,3
123552000,B.C.,5
123552000,CA,20
123552000,Ca,1
123552000,California,1
123552000,Mexico,1
123552000,NV,2
123552000,NewMexico,1
123552000,Tennessee,1
123552000,Washington,6
126230400,B.C.,8
126230400,CA,35
126230400,Ca,64
126230400,California,16
126230400,Tennessee,1
126230400,Washington,2
128908800,Arkansas,5
128908800,B.C.,5
128908800,CA,26
128908800,Ca,63
128908800,California,15
128908800,NV,1
128908800,Oklahoma,1
131328000,Arizona,1
131328000,Arkansas,1
131328000,B.C.,7
131328000,CA,37
